# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-27 18:58:15 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07308990 Lake Ellsworth near Elgin, OK
# -----------------------------------------------------------------------------------
#
# Data provided for site 07308990
#            TS   parameter     statistic     Description
#        111644       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	111644_00054_32400	111644_00054_32400_cd
USGS	07308990	2011-01-19	48220	A
USGS	07308990	2011-01-20	47750	A
USGS	07308990	2011-01-21	47650	A
USGS	07308990	2011-01-22	47600	A
USGS	07308990	2011-01-23	47440	A
USGS	07308990	2011-01-24	47390	A
USGS	07308990	2011-01-25	47230	A
USGS	07308990	2011-01-26	47070	A
USGS	07308990	2011-01-27	46970	A
USGS	07308990	2011-01-28	46810	A
USGS	07308990	2011-01-29	46760	A
USGS	07308990	2011-01-30	46610	A
USGS	07308990	2011-01-31	47070	A
USGS	07308990	2011-02-01	47020	A
USGS	07308990	2011-02-02	46970	A
USGS	07308990	2011-02-03	46660	A
USGS	07308990	2011-02-04	46660	A
USGS	07308990	2011-02-05	46660	A
USGS	07308990	2011-02-06	46760	A
USGS	07308990	2011-02-07	46660	A
USGS	07308990	2011-02-08	47070	A
USGS	07308990	2011-02-09	46760	A
USGS	07308990	2011-02-10	46710	A
USGS	07308990	2011-02-11	46710	A
USGS	07308990	2011-02-12	46760	A
USGS	07308990	2011-02-13	46760	A
USGS	07308990	2011-02-14	46760	A
USGS	07308990	2011-02-15	46810	A
USGS	07308990	2011-02-16	46810	A
USGS	07308990	2011-02-17	46920	A
USGS	07308990	2011-02-18	46920	A
USGS	07308990	2011-02-19	46920	A
USGS	07308990	2011-02-20	46970	A
USGS	07308990	2011-02-21	47020	A
USGS	07308990	2011-02-22	46920	A
USGS	07308990	2011-02-23	46920	A
USGS	07308990	2011-02-24	47230	A
USGS	07308990	2011-02-25	47130	A
USGS	07308990	2011-02-26	47130	A
USGS	07308990	2011-02-27	47130	A
USGS	07308990	2011-02-28	47070	A
USGS	07308990	2011-03-01	47070	A
USGS	07308990	2011-03-02	47020	A
USGS	07308990	2011-03-03	47020	A
USGS	07308990	2011-03-04	47280	A
USGS	07308990	2011-03-05	46760	A
USGS	07308990	2011-03-06	46610	A
USGS	07308990	2011-03-07	46370	A
USGS	07308990	2011-03-08	46330	A
USGS	07308990	2011-03-09	46240	A
USGS	07308990	2011-03-10	46080	A
USGS	07308990	2011-03-11	45910	A
USGS	07308990	2011-03-12	45910	A
USGS	07308990	2011-03-13	45910	A
USGS	07308990	2011-03-14	45580	A
USGS	07308990	2011-03-15	45500	A
USGS	07308990	2011-03-16	45290	A
USGS	07308990	2011-03-17	45290	A
USGS	07308990	2011-03-18	45250	A
USGS	07308990	2011-03-19	45040	A
USGS	07308990	2011-03-20	45000	A
USGS	07308990	2011-03-21	44880	A
USGS	07308990	2011-03-22	44830	A
USGS	07308990	2011-03-23	44670	A
USGS	07308990	2011-03-24	44460	A
USGS	07308990	2011-03-25	44380	A
USGS	07308990	2011-03-26	44340	A
USGS	07308990	2011-03-27	44050	A
USGS	07308990	2011-03-28	43880	A
USGS	07308990	2011-03-29	43710	A
USGS	07308990	2011-03-30	43630	A
USGS	07308990	2011-03-31	43470	A
USGS	07308990	2011-04-01	43420	A
USGS	07308990	2011-04-02	43220	A
USGS	07308990	2011-04-03	43340	A
USGS	07308990	2011-04-04	42970	A
USGS	07308990	2011-04-05	42720	A
USGS	07308990	2011-04-06	42600	A
USGS	07308990	2011-04-07	42430	A
USGS	07308990	2011-04-08	42390	A
USGS	07308990	2011-04-09	42220	A
USGS	07308990	2011-04-10	42140	A
USGS	07308990	2011-04-11	41930	A
USGS	07308990	2011-04-12	41770	A
USGS	07308990	2011-04-13	41600	A
USGS	07308990	2011-04-14	41440	A
USGS	07308990	2011-04-15	41060	A
USGS	07308990	2011-04-16	40860	A
USGS	07308990	2011-04-17	40610	A
USGS	07308990	2011-04-18	40520	A
USGS	07308990	2011-04-19	40440	A
USGS	07308990	2011-04-20	40190	A
USGS	07308990	2011-04-21	40030	A
USGS	07308990	2011-04-22	39990	A
USGS	07308990	2011-04-23	39820	A
USGS	07308990	2011-04-24	39820	A
USGS	07308990	2011-04-25	39650	A
USGS	07308990	2011-04-26	39530	A
USGS	07308990	2011-04-27	39320	A
USGS	07308990	2011-04-28	39240	A
USGS	07308990	2011-04-29	38990	A
USGS	07308990	2011-04-30	39070	A
USGS	07308990	2011-05-01	39070	A
USGS	07308990	2011-05-02	38910	A
USGS	07308990	2011-05-03	38870	A
USGS	07308990	2011-05-04	38780	A
USGS	07308990	2011-05-05	38830	A
USGS	07308990	2011-05-06	38780	A
USGS	07308990	2011-05-07	38830	A
USGS	07308990	2011-05-08	38740	A
USGS	07308990	2011-05-09	38910	A
USGS	07308990	2011-05-10	38870	A
USGS	07308990	2011-05-11	39780	A
USGS	07308990	2011-05-12	40030	A
USGS	07308990	2011-05-13	39940	A
USGS	07308990	2011-05-14	39860	A
USGS	07308990	2011-05-15	39820	A
USGS	07308990	2011-05-16	39780	A
USGS	07308990	2011-05-17	39700	A
USGS	07308990	2011-05-18	39650	A
USGS	07308990	2011-05-19	39740	A
USGS	07308990	2011-05-20	44170	A
USGS	07308990	2011-05-21	44790	A
USGS	07308990	2011-05-22	45000	A
USGS	07308990	2011-05-23	45000	A
USGS	07308990	2011-05-24	45210	A
USGS	07308990	2011-05-25	45290	A
USGS	07308990	2011-05-26	45170	A
USGS	07308990	2011-05-27	45210	A
USGS	07308990	2011-05-28	45170	A
USGS	07308990	2011-05-29	44960	A
USGS	07308990	2011-05-30	44880	A
USGS	07308990	2011-05-31	44880	A
USGS	07308990	2011-06-01	44830	A
USGS	07308990	2011-06-02	44710	A
USGS	07308990	2011-06-03	44590	A
USGS	07308990	2011-06-04	44460	A
USGS	07308990	2011-06-05	44420	A
USGS	07308990	2011-06-06	44300	A
USGS	07308990	2011-06-07	44090	A
USGS	07308990	2011-06-08	43710	A
USGS	07308990	2011-06-09	43510	A
USGS	07308990	2011-06-10	43300	A
USGS	07308990	2011-06-11	43220	A
USGS	07308990	2011-06-12	42930	A
USGS	07308990	2011-06-13	42680	A
USGS	07308990	2011-06-14	42680	A
USGS	07308990	2011-06-15	42430	A
USGS	07308990	2011-06-16	41930	A
USGS	07308990	2011-06-17	42020	A
USGS	07308990	2011-06-18	41730	A
USGS	07308990	2011-06-19	41390	A
USGS	07308990	2011-06-20	41270	A
USGS	07308990	2011-06-21	41020	A
USGS	07308990	2011-06-22	40770	A
USGS	07308990	2011-06-23	40440	A
USGS	07308990	2011-06-24	40150	A
USGS	07308990	2011-06-25	39900	A
USGS	07308990	2011-06-26	39610	A
USGS	07308990	2011-06-27	39530	A
USGS	07308990	2011-06-28	39200	A
USGS	07308990	2011-06-29	38990	A
USGS	07308990	2011-06-30	38780	A
USGS	07308990	2011-07-01	38580	A
USGS	07308990	2011-07-02	38370	A
USGS	07308990	2011-07-03	38200	A
USGS	07308990	2011-07-04	38000	A
USGS	07308990	2011-07-05	37790	A
USGS	07308990	2011-07-06	37580	A
USGS	07308990	2011-07-07	37420	A
USGS	07308990	2011-07-08	37290	A
USGS	07308990	2011-07-09	37040	A
USGS	07308990	2011-07-10	36710	A
USGS	07308990	2011-07-11	36550	A
USGS	07308990	2011-07-12	36500	A
USGS	07308990	2011-07-13	36460	A
USGS	07308990	2011-07-14	36300	A
USGS	07308990	2011-07-15	36130	A
USGS	07308990	2011-07-16	35920	A
USGS	07308990	2011-07-17	35800	A
USGS	07308990	2011-07-18	35630	A
USGS	07308990	2011-07-19	35510	A
USGS	07308990	2011-07-20	35300	A
USGS	07308990	2011-07-21	35180	A
USGS	07308990	2011-07-22	35010	A
USGS	07308990	2011-07-23	34850	A
USGS	07308990	2011-07-24	34640	A
USGS	07308990	2011-07-25	34470	A
USGS	07308990	2011-07-26	34270	A
USGS	07308990	2011-07-27	34140	A
USGS	07308990	2011-07-28	33940	A
USGS	07308990	2011-07-29	33810	A
USGS	07308990	2011-07-30	33690	A
USGS	07308990	2011-07-31	33480	A
USGS	07308990	2011-08-01	33350	A
USGS	07308990	2011-08-02	33150	A
USGS	07308990	2011-08-03	33020	A
USGS	07308990	2011-08-04	32820	A
USGS	07308990	2011-08-05	32650	A
USGS	07308990	2011-08-06	32480	A
USGS	07308990	2011-08-07	32280	A
USGS	07308990	2011-08-08	32070	A
USGS	07308990	2011-08-09	31820	A
USGS	07308990	2011-08-10	31820	A
USGS	07308990	2011-08-11	31700	A
USGS	07308990	2011-08-12	31900	A
USGS	07308990	2011-08-13	31950	A
USGS	07308990	2011-08-14	31820	A
USGS	07308990	2011-08-15	31740	A
USGS	07308990	2011-08-16	31490	A
USGS	07308990	2011-08-17	31320	A
USGS	07308990	2011-08-18	31200	A
USGS	07308990	2011-08-19	30990	A
USGS	07308990	2011-08-20	30830	A
USGS	07308990	2011-08-21	30620	A
USGS	07308990	2011-08-22	30450	A
USGS	07308990	2011-08-23	30290	A
USGS	07308990	2011-08-24	30120	A
USGS	07308990	2011-08-25	29960	A
USGS	07308990	2011-08-26	29830	A
USGS	07308990	2011-08-27	29670	A
USGS	07308990	2011-08-28	29420	A
USGS	07308990	2011-08-29	29290	A
USGS	07308990	2011-08-30	28880	A
USGS	07308990	2011-08-31	28670	A
USGS	07308990	2011-09-01	28510	A
USGS	07308990	2011-09-02	28380	A
USGS	07308990	2011-09-03	28300	A
USGS	07308990	2011-09-04	28050	A
USGS	07308990	2011-09-05	27720	A
USGS	07308990	2011-09-06	27590	A
USGS	07308990	2011-09-07	27430	A
USGS	07308990	2011-09-08	27260	A
USGS	07308990	2011-09-09	27100	A
USGS	07308990	2011-09-10	26930	A
USGS	07308990	2011-09-11	26850	A
USGS	07308990	2011-09-12	26680	A
USGS	07308990	2011-09-13	26520	A
USGS	07308990	2011-09-14	26350	A
USGS	07308990	2011-09-15	26140	A
USGS	07308990	2011-09-16	26190	A
USGS	07308990	2011-09-17	26190	A
USGS	07308990	2011-09-18	26230	A
USGS	07308990	2011-09-19	26020	A
USGS	07308990	2011-09-20	25940	A
USGS	07308990	2011-09-21	25940	A
USGS	07308990	2011-09-22	25660	A
USGS	07308990	2011-09-23	25530	A
USGS	07308990	2011-09-24	25400	A
USGS	07308990	2011-09-25	25240	A
USGS	07308990	2011-09-26	25140	A
USGS	07308990	2011-09-27	24980	A
USGS	07308990	2011-09-28	24850	A
USGS	07308990	2011-09-29	24790	A
USGS	07308990	2011-09-30	24530	A
USGS	07308990	2011-10-01	24360	A
USGS	07308990	2011-10-02	24200	A
USGS	07308990	2011-10-03	24070	A
USGS	07308990	2011-10-04	23970	A
USGS	07308990	2011-10-05	23840	A
USGS	07308990	2011-10-06	23750	A
USGS	07308990	2011-10-07	23650	A
USGS	07308990	2011-10-08	24100	A
USGS	07308990	2011-10-09	24140	A
USGS	07308990	2011-10-10	24040	A
USGS	07308990	2011-10-11	23940	A
USGS	07308990	2011-10-12	23940	A
USGS	07308990	2011-10-13	23840	A
USGS	07308990	2011-10-14	23780	A
USGS	07308990	2011-10-15	23680	A
USGS	07308990	2011-10-16	23620	A
USGS	07308990	2011-10-17	23750	A
USGS	07308990	2011-10-18	23360	A
USGS	07308990	2011-10-19	23190	A
USGS	07308990	2011-10-20	23130	A
USGS	07308990	2011-10-21	23030	A
USGS	07308990	2011-10-22	23000	A
USGS	07308990	2011-10-23	22870	A
USGS	07308990	2011-10-24	22800	A
USGS	07308990	2011-10-25	22740	A
USGS	07308990	2011-10-26	22740	A
USGS	07308990	2011-10-27	22770	A
USGS	07308990	2011-10-28	22640	A
USGS	07308990	2011-10-29	22510	A
USGS	07308990	2011-10-30	22450	A
USGS	07308990	2011-10-31	22380	A
USGS	07308990	2011-11-01	22320	A
USGS	07308990	2011-11-02	22350	A
USGS	07308990	2011-11-03	22090	A
USGS	07308990	2011-11-04	21990	A
USGS	07308990	2011-11-05	21860	A
USGS	07308990	2011-11-06	21830	A
USGS	07308990	2011-11-07	21960	A
USGS	07308990	2011-11-08	22450	A
USGS	07308990	2011-11-09	22480	A
USGS	07308990	2011-11-10	22450	A
USGS	07308990	2011-11-11	22410	A
USGS	07308990	2011-11-12	22280	A
USGS	07308990	2011-11-13	22190	A
USGS	07308990	2011-11-14	22190	A
USGS	07308990	2011-11-15	22190	A
USGS	07308990	2011-11-16	21990	A
USGS	07308990	2011-11-17	21860	A
USGS	07308990	2011-11-18	21830	A
USGS	07308990	2011-11-19	21860	A
USGS	07308990	2011-11-20	21730	A
USGS	07308990	2011-11-21	21860	A
USGS	07308990	2011-11-22	21760	A
USGS	07308990	2011-11-23	21700	A
USGS	07308990	2011-11-24	21630	A
USGS	07308990	2011-11-25	21660	A
USGS	07308990	2011-11-26	21700	A
USGS	07308990	2011-11-27	21530	A
USGS	07308990	2011-11-28	21500	A
USGS	07308990	2011-11-29	21370	A
USGS	07308990	2011-11-30	21310	A
USGS	07308990	2011-12-01	21310	A
USGS	07308990	2011-12-02	21140	A
USGS	07308990	2011-12-03	21370	A
USGS	07308990	2011-12-04	21340	A
USGS	07308990	2011-12-05	21270	A
USGS	07308990	2011-12-06	21050	A
USGS	07308990	2011-12-07	20980	A
USGS	07308990	2011-12-08	20950	A
USGS	07308990	2011-12-09	20920	A
USGS	07308990	2011-12-10	20790	A
USGS	07308990	2011-12-11	20750	A
USGS	07308990	2011-12-12	20720	A
USGS	07308990	2011-12-13	20750	A
USGS	07308990	2011-12-14	20950	A
USGS	07308990	2011-12-15	20980	A
USGS	07308990	2011-12-16	20850	A
USGS	07308990	2011-12-17	20850	A
USGS	07308990	2011-12-18	20820	A
USGS	07308990	2011-12-19	20950	A
USGS	07308990	2011-12-20	20950	A
USGS	07308990	2011-12-21	20880	A
USGS	07308990	2011-12-22	21110	A
USGS	07308990	2011-12-23	20880	A
USGS	07308990	2011-12-24	20920	A
USGS	07308990	2011-12-25	20920	A
USGS	07308990	2011-12-26	20920	A
USGS	07308990	2011-12-27	20880	A
USGS	07308990	2011-12-28	20880	A
USGS	07308990	2011-12-29	20920	A
USGS	07308990	2011-12-30	20820	A
USGS	07308990	2011-12-31	20750	A
USGS	07308990	2012-01-01	20790	A
USGS	07308990	2012-01-02	20720	A
USGS	07308990	2012-01-03	20790	A
USGS	07308990	2012-01-04	20660	A
USGS	07308990	2012-01-05	20620	A
USGS	07308990	2012-01-06	20720	A
USGS	07308990	2012-01-07	20590	A
USGS	07308990	2012-01-08	20620	A
USGS	07308990	2012-01-09	20530	A
USGS	07308990	2012-01-10	20530	A
USGS	07308990	2012-01-11	20790	A
USGS	07308990	2012-01-12	20400	A
USGS	07308990	2012-01-13	20360	A
USGS	07308990	2012-01-14	20330	A
USGS	07308990	2012-01-15	20300	A
USGS	07308990	2012-01-16	20300	A
USGS	07308990	2012-01-17	20270	A
USGS	07308990	2012-01-18	20170	A
USGS	07308990	2012-01-19	20200	A
USGS	07308990	2012-01-20	20360	A
USGS	07308990	2012-01-21	20100	A
USGS	07308990	2012-01-22	20070	A
USGS	07308990	2012-01-23	20040	A
USGS	07308990	2012-01-24	20530	A
USGS	07308990	2012-01-25	20660	A
USGS	07308990	2012-01-26	20590	A
USGS	07308990	2012-01-27	20690	A
USGS	07308990	2012-01-28	20530	A
USGS	07308990	2012-01-29	20530	A
USGS	07308990	2012-01-30	20460	A
USGS	07308990	2012-01-31	20530	A
USGS	07308990	2012-02-01	20460	A
USGS	07308990	2012-02-02	20430	A
USGS	07308990	2012-02-03	20590	A
USGS	07308990	2012-02-04	20590	A
USGS	07308990	2012-02-05	20490	A
USGS	07308990	2012-02-06	20430	A
USGS	07308990	2012-02-07	20490	A
USGS	07308990	2012-02-08	20360	A
USGS	07308990	2012-02-09	20430	A
USGS	07308990	2012-02-10	20530	A
USGS	07308990	2012-02-11	20330	A
USGS	07308990	2012-02-12	20270	A
USGS	07308990	2012-02-13	20300	A
USGS	07308990	2012-02-14	20360	A
USGS	07308990	2012-02-15	20400	A
USGS	07308990	2012-02-16	20300	A
USGS	07308990	2012-02-17	20270	A
USGS	07308990	2012-02-18	20330	A
USGS	07308990	2012-02-19	20270	A
USGS	07308990	2012-02-20	20230	A
USGS	07308990	2012-02-21	20200	A
USGS	07308990	2012-02-22	20230	A
USGS	07308990	2012-02-23	20270	A
USGS	07308990	2012-02-24	20100	A
USGS	07308990	2012-02-25	20100	A
USGS	07308990	2012-02-26	20040	A
USGS	07308990	2012-02-27	20010	A
USGS	07308990	2012-02-28	19940	A
USGS	07308990	2012-02-29	19940	A
USGS	07308990	2012-03-01	19940	A
USGS	07308990	2012-03-02	20070	A
USGS	07308990	2012-03-03	20040	A
USGS	07308990	2012-03-04	20100	A
USGS	07308990	2012-03-05	20140	A
USGS	07308990	2012-03-06	20140	A
USGS	07308990	2012-03-07	20200	A
USGS	07308990	2012-03-08	20590	A
USGS	07308990	2012-03-09	20620	A
USGS	07308990	2012-03-10	20790	A
USGS	07308990	2012-03-11	20980	A
USGS	07308990	2012-03-12	21110	A
USGS	07308990	2012-03-13	21180	A
USGS	07308990	2012-03-14	21310	A
USGS	07308990	2012-03-15	21400	A
USGS	07308990	2012-03-16	21500	A
USGS	07308990	2012-03-17	21630	A
USGS	07308990	2012-03-18	21630	A
USGS	07308990	2012-03-19	23420	A
USGS	07308990	2012-03-20	24170	A
USGS	07308990	2012-03-21	24460	A
USGS	07308990	2012-03-22	24720	A
USGS	07308990	2012-03-23	24880	A
USGS	07308990	2012-03-24	25050	A
USGS	07308990	2012-03-25	25110	A
USGS	07308990	2012-03-26	25140	A
USGS	07308990	2012-03-27	25370	A
USGS	07308990	2012-03-28	25400	A
USGS	07308990	2012-03-29	25530	A
USGS	07308990	2012-03-30	25660	A
USGS	07308990	2012-03-31	25770	A
USGS	07308990	2012-04-01	25810	A
USGS	07308990	2012-04-02	26100	A
USGS	07308990	2012-04-03	26970	A
USGS	07308990	2012-04-04	27260	A
USGS	07308990	2012-04-05	27510	A
USGS	07308990	2012-04-06	27640	A
USGS	07308990	2012-04-07	27800	A
USGS	07308990	2012-04-08	27840	A
USGS	07308990	2012-04-09	27970	A
USGS	07308990	2012-04-10	28090	A
USGS	07308990	2012-04-11	28170	A
USGS	07308990	2012-04-12	28220	A
USGS	07308990	2012-04-13	28380	A
USGS	07308990	2012-04-14	36460	A
USGS	07308990	2012-04-15	38040	A
USGS	07308990	2012-04-16	38660	A
USGS	07308990	2012-04-17	38870	A
USGS	07308990	2012-04-18	39070	A
USGS	07308990	2012-04-19	39410	A
USGS	07308990	2012-04-20	39530	A
USGS	07308990	2012-04-21	39610	A
USGS	07308990	2012-04-22	39700	A
USGS	07308990	2012-04-23	39780	A
USGS	07308990	2012-04-24	39780	A
USGS	07308990	2012-04-25	39990	A
USGS	07308990	2012-04-26	40030	A
USGS	07308990	2012-04-27	40070	A
USGS	07308990	2012-04-28	40230	A
USGS	07308990	2012-04-29	40110	A
USGS	07308990	2012-04-30	40320	A
USGS	07308990	2012-05-01	40480	A
USGS	07308990	2012-05-02	40480	A
USGS	07308990	2012-05-03	40610	A
USGS	07308990	2012-05-04	40570	A
USGS	07308990	2012-05-05	40570	A
USGS	07308990	2012-05-06	40610	A
USGS	07308990	2012-05-07	40650	A
USGS	07308990	2012-05-08	40480	A
USGS	07308990	2012-05-09	40440	A
USGS	07308990	2012-05-10	40440	A
USGS	07308990	2012-05-11	41020	A
USGS	07308990	2012-05-12	41020	A
USGS	07308990	2012-05-13	41100	A
USGS	07308990	2012-05-14	41100	A
USGS	07308990	2012-05-15	41100	A
USGS	07308990	2012-05-16	41100	A
USGS	07308990	2012-05-17	41060	A
USGS	07308990	2012-05-18	40940	A
USGS	07308990	2012-05-19	41020	A
USGS	07308990	2012-05-20	41230	A
USGS	07308990	2012-05-21	41390	A
USGS	07308990	2012-05-22	41440	A
USGS	07308990	2012-05-23	41230	A
USGS	07308990	2012-05-24	41310	A
USGS	07308990	2012-05-25	41230	A
USGS	07308990	2012-05-26	41230	A
USGS	07308990	2012-05-27	41020	A
USGS	07308990	2012-05-28	41100	A
USGS	07308990	2012-05-29	41150	A
USGS	07308990	2012-05-30	41150	A
USGS	07308990	2012-05-31	40980	A
USGS	07308990	2012-06-01	40940	A
USGS	07308990	2012-06-02	40900	A
USGS	07308990	2012-06-03	41060	A
USGS	07308990	2012-06-04	41060	A
USGS	07308990	2012-06-05	41270	A
USGS	07308990	2012-06-06	41310	A
USGS	07308990	2012-06-07	41350	A
USGS	07308990	2012-06-08	41310	A
USGS	07308990	2012-06-09	41230	A
USGS	07308990	2012-06-10	41190	A
USGS	07308990	2012-06-11	41310	A
USGS	07308990	2012-06-12	41190	A
USGS	07308990	2012-06-13	41350	A
USGS	07308990	2012-06-14	41270	A
USGS	07308990	2012-06-15	41230	A
USGS	07308990	2012-06-16	41230	A
USGS	07308990	2012-06-17	41190	A
USGS	07308990	2012-06-18	41100	A
USGS	07308990	2012-06-19	41060	A
USGS	07308990	2012-06-20	40980	A
USGS	07308990	2012-06-21	41640	A
USGS	07308990	2012-06-22	42180	A
USGS	07308990	2012-06-23	42260	A
USGS	07308990	2012-06-24	42260	A
USGS	07308990	2012-06-25	42260	A
USGS	07308990	2012-06-26	42260	A
USGS	07308990	2012-06-27	42180	A
USGS	07308990	2012-06-28	42100	A
USGS	07308990	2012-06-29	42020	A
USGS	07308990	2012-06-30	41930	A
USGS	07308990	2012-07-01	41810	A
USGS	07308990	2012-07-02	41730	A
USGS	07308990	2012-07-03	41600	A
USGS	07308990	2012-07-04	41600	A
USGS	07308990	2012-07-05	41480	A
USGS	07308990	2012-07-06	41310	A
USGS	07308990	2012-07-07	41190	A
USGS	07308990	2012-07-08	41060	A
USGS	07308990	2012-07-09	40940	A
USGS	07308990	2012-07-10	40900	A
USGS	07308990	2012-07-11	40690	A
USGS	07308990	2012-07-12	40570	A
USGS	07308990	2012-07-13	40360	A
USGS	07308990	2012-07-14	40230	A
USGS	07308990	2012-07-15	40070	A
USGS	07308990	2012-07-16	39820	A
USGS	07308990	2012-07-17	39650	A
USGS	07308990	2012-07-18	39490	A
USGS	07308990	2012-07-19	39360	A
USGS	07308990	2012-07-20	39320	A
USGS	07308990	2012-07-21	39200	A
USGS	07308990	2012-07-22	38990	A
USGS	07308990	2012-07-23	38740	A
USGS	07308990	2012-07-24	38490	A
USGS	07308990	2012-07-25	38330	A
USGS	07308990	2012-07-26	38200	A
USGS	07308990	2012-07-27	37950	A
USGS	07308990	2012-07-28	37950	A
USGS	07308990	2012-07-29	37790	A
USGS	07308990	2012-07-30	37580	A
USGS	07308990	2012-07-31	37370	A
USGS	07308990	2012-08-01	37210	A
USGS	07308990	2012-08-02	36960	A
USGS	07308990	2012-08-03	36710	A
USGS	07308990	2012-08-04	36630	A
USGS	07308990	2012-08-05	36590	A
USGS	07308990	2012-08-06	36380	A
USGS	07308990	2012-08-07	36420	A
USGS	07308990	2012-08-08	36130	A
USGS	07308990	2012-08-09	36050	A
USGS	07308990	2012-08-10	35800	A
USGS	07308990	2012-08-11	35550	A
USGS	07308990	2012-08-12	35430	A
USGS	07308990	2012-08-13	35260	A
USGS	07308990	2012-08-14	35100	A
USGS	07308990	2012-08-15	34850	A
USGS	07308990	2012-08-16	34890	A
USGS	07308990	2012-08-17	34760	A
USGS	07308990	2012-08-18	34930	A
USGS	07308990	2012-08-19	34810	A
USGS	07308990	2012-08-20	34680	A
USGS	07308990	2012-08-21	34470	A
USGS	07308990	2012-08-22	34350	A
USGS	07308990	2012-08-23	34230	A
USGS	07308990	2012-08-24	34060	A
USGS	07308990	2012-08-25	34350	A
USGS	07308990	2012-08-26	34310	A
USGS	07308990	2012-08-27	34310	A
USGS	07308990	2012-08-28	34140	A
USGS	07308990	2012-08-29	33980	A
USGS	07308990	2012-08-30	33810	A
USGS	07308990	2012-08-31	33560	A
USGS	07308990	2012-09-01	33520	A
USGS	07308990	2012-09-02	33310	A
USGS	07308990	2012-09-03	33230	A
USGS	07308990	2012-09-04	33150	A
USGS	07308990	2012-09-05	33020	A
USGS	07308990	2012-09-06	32860	A
USGS	07308990	2012-09-07	33020	A
USGS	07308990	2012-09-08	32650	A
USGS	07308990	2012-09-09	32480	A
USGS	07308990	2012-09-10	32240	A
USGS	07308990	2012-09-11	32030	A
USGS	07308990	2012-09-12	31820	A
USGS	07308990	2012-09-13	31860	A
